671221876279132160,Cocolf,Et on dit merci qui pour les 50 minutes de retard de bus MERCI,0,2
671212097519357952,JYDareaud,Chaque semaine  Transpole vous informe de certains contrôles,0,4
671210604405895168,manoushmaan,c quand vous passez A l heure et c quand que vous fermez pas les portes pile quand on arrive devant votre,0,2
671210486650773504,middletonsweet,Chaque semaine  Transpole vous informe de certains contrôles,0,4
671272979544821760,tomcat_fr,même le Japon Qui a choisi de relancer le nucléaire qui les tueras et je ne parle même pas de ce (cont),0,2
671272957533138945,Elysee,"À commencer par le Ministre des Affaires étrangères Laurent Fabius  dont je veux ici saluer la ténacité",0,4
671272957013004288,EBooKidsCom,Et si les plus jeunes comprenaient les enjeux de la,0,2
671272941787680768,LaoAgencyPress,Retweeted Élysée ():  "Aucun pays  aucune région n’est à l’abri des effets du dérèglement climatique causé,0,2
671272913878786048,Elysee,"La France a jeté toutes ses forces dans ce combat  et mobilisé l’ensemble de son gouvernement",0,4
671272894903812096,RicoCaballero,Retweeted Élysée ():  "Aucun pays  aucune région n’est à l’abri des effets du dérèglement climatique causé,0,2
671272888721416192,BEDINISebastien,"Comment accepter que ce soient les pays les plus pauvres qui soient encore les plus touchés",0,2
671272888440373248,gaspardgantzer,Suivez en direct l ouverture de la COP 21 au Bourget ,0,2
671272886997487616,Smndong,Hein noonnn Hollande,0,2
671272883864387584,ballamine,C est au nom de la justice climatique que je m exprime aujourd hui,0,4
671272875907788800,Elysee,"Ils ouvrent la perspective d’une économie non carbonée",0,4
671272862725050372,Jokerniois,Oui essayez de nous faire passer les migrants qui arrivent par bateau en victime du climat Prenez nous encore pour des cons,0,2
671272861349322752,ecologiEnergie,C est au nom de la justice climatique que je m exprime aujourd hui,0,4
671272846488961024,graveraulin,C est au nom de la justice climatique que je m exprime aujourd hui,0,2
671271794666512384,ValerieL2020,Lancement du Lille Centre of Excellence for Neurodegenerative Disorders ,0,4
671240907379884032,Univ_Lille1,Un concert auquel assisteront gratuitement des milliers d étudiantslundi-mardi,0,4
671075371090071555,Hub_Lot,"Inventer de nouveaux modes de vie [] Les défis posés par le réchauffement climatique sont également culturels" JP Cassar,0,2
671006236402393088,g_ongenae,Demain  c est l inauguration de l espace bidouille à lade,0,4
670956025713938432,nathichouner,C est moi ou c est devenu super nul le système pour récupérer les annales,0,2
670930755795755008,olasvergnas,Bon et si on réfléchissait 1er dec 18h30 : Ahmed Djebbar  historien des sciences prof émérite à l USTL,,0,2
670921698120704000,Univ_Lille1,How I did on Twitter this week: 38 New Followers  25 Mentions 416K Mention Reach How d your week go via,0,2
670625528358035457,Fil_Lille1,pour être plus précis,0,2
670622318146789379,cjt_npdc,Expé-conférence La lumière  des origines de la vie à internet 02/12 D Hennequinhttps,0,2
670622153193218049,talentsaround,Expé-conférence La lumière  des origines de la vie à internet 02/12 D Hennequinhttps,0,2
670361574402621441,phqueulin,L évaluation comme « dispositif de servitude volontaire »,0,2
670315481669177344,ChauvetGwen,  regarder tous,0,2
670304973155102720,CDoctoralULNF,Conférence sur les outils du doctorant mercredi 2 décembre à 12h Plus d informations sur,0,2
670304959389425666,CDoctoralULNF,Goûter de Noël Tilda suivi d une AG permettant de renouveler le bureau Plus d informations surA,0,2
669842628964442113,GeoffreyFrogeye,Des bisous àpour avoir rajouté 20 places,0,4
669231851987443712,dragonralph,This year  we ll be back with a new team,0,4
671323190518489088,Conducteur_SNCF,✈️becomes 1st airline in the world to introduce real time Flightradar24 tracking feature to its mobile app http,0,2
671323141420015616,hen9129,Lareporte sine die sa campagne de com  avec,0,2
671323121513820161,jackoeconten,Un truc que la SNCF trouve génial en dehors de la France,0,2
671323088240443392,7b73f39b85e1415,La SNCF va « remettre de la rigueur » avec un patron de la sécurité ferroviaire,0,4
671323032900759552,SNCF,Bjr Il faut faire un signalement en gare ainsi que sur cette pageBonne journée,0,2
671323026227658752,egerieli,BonjourJe suis à la gare Y a pas de toilettes J ai envie de faire caca,0,2
671323019776811008,francediplo,En gareexposition des photos de F de la Mure en lien avecpartenaire,0,4
671322978802663425,poznanski_serge,bfmbusiness: La SNCF va « remettre de la rigueur » avec un patron de la sécurité ferroviaire,0,2
671322935903313920,JDouillt,Ca se sent qd ça sort T as laché des caisses,0,2
671322878059683840,martinmarie20,Si on arrive en retard à un entretien d embauche à la SNCF   est-ce qu on marque des points,0,2
671322800016269312,Conducteur_SNCF,Nouvel abonnement Pastel + entout+,0,2
671322519367000064,ALXTIBO,Si on arrive en retard à un entretien d embauche à la SNCF   est-ce qu on marque des points,0,2
671322495627210752,ecoregion_paca,La SNCF va "remettre de la rigueur" avec un patron de la sécurité ferroviaire,0,2
671322470029385728,LigneH_SNCF,Vous avez pu rencontrer des difficultés surVoici les raisons de ces retards,0,2
671322381038854144,ogrady99,Ferroviaire : impossible pour le régulateur de valider le budget de SNCF Réseauvia,0,2
671324096823762944,RandallFlagg_,Le meilleur cosplay du(Photo),0,4
671323253433081856,ilookverygood,Du coup je condense pour la séance de rattrapage: 1 - Lereste décidément la conv la plus conviviale de l h,0,4
671322365163380736,dascritch,Du coup je condense pour la séance de rattrapage: 1 - Lereste décidément la conv la plus conviviale de l h,0,4
671322030889934848,RuddyPomarede,Du coup je condense pour la séance de rattrapage: 1 - Lereste décidément la conv la plus conviviale de l hexagone,0,2
671321973348302852,BorgEmpress,Au revoir & merci Toulouse & for a wonderfully geeky time & for loaning me your,0,4
671319829509496836,krAst_reTro,Vainqueur du l AstrogamingCup 3 du Finale en BO7 contre Elpancho gagné 4-1 Merci à,0,4
671319827278114816,RedEternara,Le meilleur cosplay du(Photo),0,2
671319285294366721,roulie33,Superbe journée auhier Encore sur mon nuage d avoir pu rencontrer Jamie Bamber et Nicholas Brendon,0,4
671317875211284480,SEBZBORIE,ça marche Merci :),0,4
671317603734953984,nicolasacco,sur le site du d ici une dizaine de jours je crois,0,2
671316551958704128,SEBZBORIE,Quelqu un sait il ou on pourra avoir les photos du Photocall avec Alexandre Astier Je n ai pas l info après le shoot,0,2
671316428536975360,Cdbrow1,Au revoir & merci Toulouse & for a wonderfully geeky time & for loaning me your,0,4
671314833527164928,Tsubaki_32,une prochaine fois Prochain au mois d avril,0,4
671313465391366144,wellthatslucky,Merci beaucoupfor a glorious day spent with&geek s dream come,0,4
671313255017615361,aviron32,Nous voilà de retour chez nous  après ce beau weekend toulousain De belles rencontres de beaux souvenirs : merci à tous,0,4
671320256741318656,messi34500,Retrouvez les dernières données sur le chgt climatique ds notre expo>,0,2
671320150067585024,meteofrance,Retrouvez les dernières données sur le chgt climatique ds notre expo>,0,2
671318100416061440,CatherineBorr,Pourquoi le climat est-il au centre de l’actualité itv ACazenave chercheurhttps:/,0,2
671317759322693632,zazoufruite,s occuper du climat de la nation c est bien aussi,0,2
671316081697517568,jonathanbalsamo,bonjour à quand une refonte du,0,2
671315530633117696,meteofrance,Le réchauffement climatique  c est quoi A l occasion de laet en partenariat avec la réponse https,0,2
671299526716731392,IFlck,Pourquoi le climat est-il au centre de l’actualité itv ACazenave chercheurhttps:/,0,2
671297012671881216,Virgovignon,Pourquoi le climat est-il au centre de l’actualité itv ACazenave chercheurhttps:/,0,2
671295712924205056,CNES,Pourquoi le climat est-il au centre de l’actualité itv ACazenave chercheurhttps:/,0,2
671274788111966208,ctrabado1,Pourquoi le climat est-il au centre de l’actualité itv ACazenave chercheur,0,2
671273609961320448,BBonfrere,Soleil pour le sud Gironde et douceur avec 16 degrés à(source carte) Bonne journée,0,2
671272851777986560,AutorouteINFO,Le réchauffement climatique  c est quoi A l occasion de laet en partenariat avec la réponse,0,2
671267226213859328,Lurenzu60,Même pas capables de prévoir une météo correcte à 4 jours et on nous parle du climat dans 100 ans,0,2
671265416908562434,chelleseveille,pendant que vous vous remplissez la pense  des français SDF dorment à la défense et font les poubelles,0,2
671265320091426816,chelleseveille,Ou l ouverture du champagne et se mettre à table autour d un homard,0,2
